Click Time,Install Time,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Site Id (af_siteid),Cost Per Install (af_cpi),Country Code,City,IP,WIFI,Language,Appsflyer Device Id,Customer User Id,IDFA,MAC,Device Name,Device Type,OS Version,SDK Version,App Version,Sub Param 1 (af_sub1),Sub Param 2 (af_sub2),Sub Param 3 (af_sub3),Sub Param 4 (af_sub4),Sub Param 5 (af_sub5),Click URL,Contributor 1,Contributor 2,Contributor 3
2015-01-13 15:01:00,2015-01-18 13:19:36,,Facebook Ads,AUS - iOS - iPhone - Graphic,,,AU,N/A,1.126.48.242,No,en-AU,1421190100000-2880733,,88246C0F-5BBC-44F8-A809-DBFB1696E017,,Samantha Wilks’s iPhone,iPhone 5s,8.0.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-11-16 07:22:00,2015-01-18 13:18:52,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,14.207.234.53,Yes,th-TH,1416263568000-8805865,7dea8e2b-c343-4734-bac5-ec2768211711,087DB666-8770-45FC-8A3D-BD4DF7B8BB61,,Tichakorn,iPad Air,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-16 14:05:00,2015-01-18 13:18:42,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,180.183.225.20,Yes,th-TH,1421442379000-5499900,,30C952AF-AC54-44BD-83F4-5FC8D59B1F6D,,iPhone,iPhone 4,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 13:11:00,2015-01-18 13:15:09,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Khlong Luang,171.7.61.217,Yes,th-TH,1421611870000-5557684,,0E3EF704-9E4C-4450-A420-A73D3024BF14,,iPhone ของ GoodTime,iPhone 5c,7.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:05:00,2015-01-18 13:13:34,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,61.90.75.218,Yes,th-TH,1421607986000-7317184,,704AC136-A0C7-4941-A57E-E23A8B7C204A,,iPhone,iPhone 4S,7.0.4,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-16 09:58:00,2015-01-18 13:13:09,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,58.9.61.40,No,th-TH,1421427528000-9527011,,1EA6FC9F-15BD-4D3A-9799-30CE9A959C86,,iPhone,iPhone 5s,7.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:55:00,2015-01-18 13:12:03,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Hua Hin,223.206.39.29,Yes,th-TH,1421607382000-4906863,,59AD6EA4-2C9F-4FFE-A402-3A5F128050FD,,iPhone ของ Administrator,iPhone 4S,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-10-28 03:07:00,2015-01-18 13:11:36,,Facebook Ads,Hoof It - iOS - OCT20(MAL),,,MY,Melaka,115.134.2.172,Yes,en-GB,1414494474000-6770080,239358b0-9994-4c76-b07b-f3610086e00d,4C3775D0-E817-4290-9216-0D43FD1A5EFC,,Chee boon ,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 10:17:00,2015-01-18 13:07:04,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,MY,Miri,175.141.192.108,Yes,th-TH,1421605051000-9777508,,82B1CE3B-A35E-4644-B615-44151370C310,,iPad ของ Dtac,iPad 2,7.0.4,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-17 19:07:00,2015-01-18 13:05:23,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Nonthaburi,171.98.186.14,Yes,en-TH,1421546882000-7204268,,65563413-B210-4270-9B95-9544913F8354,,Sakonpob's iPad,iPad mini 1G,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 13:02:00,2015-01-18 13:05:19,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.96.185.41,Yes,th-TH,1421611462000-9262279,,6341A91E-3DB4-43B7-A476-069515BB4610,,อนุสรา,iPad 4,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 13:02:00,2015-01-18 13:04:01,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,110.171.119.228,Yes,th-TH,1421611343000-8283442,,D06BAD06-F17E-47E3-81DA-96EE568F5AE8,,iPad ของ Phimkanlaya,iPad Mini 2G,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-13 15:06:00,2015-01-18 13:02:26,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.55.158.116,No,th-TH,1421186831000-2838537,,1E43F270-498A-4FD3-A101-AF0C1EB8CF5E,,Classic giggalo ,iPhone 4,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:10:00,2015-01-18 13:02:03,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,27.55.15.158,Yes,th-UM,1421608107000-3846203,,9BB5C4FC-A4D0-4540-89C1-1AD7041E45DB,,iPhone,iPhone 4,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-21 14:43:00,2015-01-18 12:59:56,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.145.253.142,Yes,th-TH,1419198241000-9688407,80c0dba6-fc61-43ce-a9f6-8a3985474131,5FA7EF9F-E011-4DFC-8CCF-E481B85981EF,,iPad,iPad 3,8.0.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:40:00,2015-01-18 12:59:45,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,122.155.45.244,No,th-TH,1421606453000-3260732,,C17908C0-EDF3-4A70-8635-BFFD4AB09AC7,,iPhone,iPhone 4S,7.0.4,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-09 05:27:00,2015-01-18 12:59:04,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.229.184.14,No,th-TH,1418128073000-1099242,1911c6da-3da0-4a79-8664-bf4274094322,1DF6C8CA-CBCF-468A-AB78-8D5DC4022E1F,,iPad Jamesjung,iPad5;4,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:51:00,2015-01-18 12:59:03,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,110.168.200.59,Yes,th-US,1421610713000-5691738,,0488CBF7-A1EC-41C3-A3F6-2772ACB2F2A8,,Peter's iPhone,iPhone 6 Plus,8.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:48:00,2015-01-18 12:58:58,,Facebook Ads,AUS - iOS - iPad - Graphic,,,AU,Hurstville,139.218.180.184,Yes,en-GB,1421621360000-8477470,,E7F2B5CF-E34E-404D-BC39-63858CEBF9E7,,iPad,iPad mini 1G,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-17 15:26:00,2015-01-18 12:57:20,,Facebook Ads,AUS - iOS - iPad - Graphic,,,AU,Perth,106.68.161.121,Yes,en-AU,1421537227000-4467417,,3411700D-4B72-4861-8217-C1C15E8A6E1B,,Jo's iPad,iPad Air,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:54:00,2015-01-18 12:57:12,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,114.109.84.97,Yes,th-TH,1421610865000-6380995,,E258363F-BD4E-4E36-9508-A9C36CBF2B2B,,Petchpanao,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-17 06:00:00,2015-01-18 12:56:16,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.237.33.21,No,th-US,1421499608000-4781365,,42C6983E-B21F-43C0-9369-C4A5652A890B,,iPhone ,iPhone 4,7.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:11:00,2015-01-18 12:55:09,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,110.168.211.47,Yes,th-TH,1421604751000-3580178,,65878953-B601-4A2D-8202-D410F8653C65,,iPhone,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:48:00,2015-01-18 12:53:29,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,101.51.181.207,Yes,th-TH,1421610545000-1931308,,D73A1604-5F5C-4D7D-8ABB-E30FDD0E4EE9,,Iphone 4s,iPhone 4S,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-14 03:35:00,2015-01-18 12:53:05,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,49.230.168.77,No,th-TH,1418553317000-9121892,,B4C67297-AEE5-4F48-96EE-B133ABCDEAAD,,iPhone'oui,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:39:00,2015-01-18 12:52:55,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.118.22,No,th-TH,1421606462000-3618168,,AB498953-E090-4717-86B3-83AC112E6AB6,,iPad,iPad 3,7.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:47:00,2015-01-18 12:50:27,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.96.177.131,Yes,th-TH,1421610450000-4964449,,E7FE8FAC-0DC6-4D5E-80D6-2A9480124F27,,iPhone ของ thanakrw,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:37:00,2015-01-18 12:50:00,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,124.122.211.81,Yes,th-TH,1421609856000-1092760,,B15C25FC-B2D6-47E3-B70D-596348FAB289,,iPhone ของ asus,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-22 20:01:00,2015-01-18 12:47:28,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.166.175,No,en-TH,1419303682000-4717422,36a22ff9-410a-4eaa-b489-86c4230616d7,51585390-60DF-453C-9B16-E4BAE12EABBD,,iPad,iPad Air,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:22:00,2015-01-18 12:47:15,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,27.55.142.114,No,th-TH,1421608993000-3713791,,97B27C25-4065-42A9-A009-F35289B9D3DA,,Admin's Saw,iPhone 4S,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-16 23:25:00,2015-01-18 12:46:26,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.140.170,No,th-TH,1421475971000-4991115,,F5C582CA-E8BE-454E-84F9-F85D609A8112,,TM MOBILE,iPad mini 1G,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:34:00,2015-01-18 12:43:26,,Facebook Ads,AUS - iOS - iPad - Graphic,,,AU,Hobart,118.208.245.12,Yes,en-AU,1421624101000-9314143,,2CDBB85F-6842-4E4D-9A10-21A4B2E899AA,,iPad,iPad5;4,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:40:00,2015-01-18 12:43:24,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Songkhla,171.7.249.189,Yes,th-TH,1421610019000-1866708,,9C890F01-162E-4A92-879D-01D6603E2E56,,iPhone ของ Sawita,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-16 06:38:00,2015-01-18 12:37:41,,Facebook Ads,AUS - iOS - iPad - Graphic,,,AU,Melbourne,58.178.149.158,Yes,en-AU,1421429940000-848536,,54471239-4959-4376-B1E6-9FB54869A9BC,,Sofia's iPad,iPad Air,7.0.4,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-04 17:33:00,2015-01-18 12:36:50,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.237.14.40,No,th-TH,1417739642000-9162546,a009efab-a639-4351-b406-a5db8dedab66,CB9C78F1-66C8-41D8-927E-CA762135A3F0,,iPhone,iPhone 4S,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-13 04:32:00,2015-01-18 12:36:03,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.232.90,No,th-TH,1418470350000-5889569,45bfb8fa-e321-4213-917e-e799a3f20d57,417868B7-4EEB-4C75-9D42-C2BD0454D2A9,,KSuksamran’s iPad,iPad Mini 2G,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:16:00,2015-01-18 12:35:17,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.96.176.239,Yes,th-TH,1421608593000-5627017,,9F274125-243B-4FDF-A8F0-39863B823F59,,iPad,iPad mini 1G,8.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:01:00,2015-01-18 12:29:23,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.229.214,No,th-TH,1421608141000-3860137,,91377DDC-DD83-4906-BDFC-D4FA92987836,,16GB.,iPhone 4S,8.0,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:22:00,2015-01-18 12:29:20,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.96.173.227,Yes,th-TH,1421608968000-8902178,,BA26BE3E-C4C3-43CE-8C5B-0734E47E0D14,,iPad,iPad Air,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:11:00,2015-01-18 12:25:39,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.128.207,No,th-TH,1421608182000-5087633,,7E88C9E7-D864-45A2-BA5E-E846C07F189E,,iPad,iPad mini 1G,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:11:00,2015-01-18 12:20:02,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.5.144.2,Yes,th-TH,1421608298000-2509520,,121A0833-5AF2-4FA1-BBFF-7329964D27CD,,iPhone BLUE ZONE,iPhone 6,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-11-23 10:30:00,2015-01-18 12:19:15,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.96.247.62,Yes,th-TH,1416763854000-9394543,114e1a03-0ae6-4958-a96a-f32757b6804e,F4D1C2D7-11E4-459A-BD87-508B28F24A02,,iPhone,iPhone 5,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:43:00,2015-01-18 12:16:52,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Ratchaburi,125.27.162.223,Yes,th-GR,1421606629000-2500503,,197298F4-D95F-484D-AB11-54241A8C34EA,,iPhone,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 10:43:00,2015-01-18 12:15:32,,Facebook Ads,AUS - iOS - iPhone - Video,,,AU,Reservoir,58.165.32.206,Yes,en-GB,1421613828000-2310610,,36BF2BD3-2011-4F9D-9A1E-94905D059F49,,Mellesa's iPhone,iPhone 6 Plus,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-27 05:46:00,2015-01-18 12:15:01,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.38.239,No,th-TH,1419684758000-7478369,ef524059-373c-4872-8f26-8fc6d208b97b,0FC6E275-63AA-40DC-92B5-3764A81241F2,,Engineering’s iPad,iPad mini 1G,7.0.4,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-17 11:54:00,2015-01-18 12:13:59,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,49.230.81.153,No,th-TH,1421520871000-7201425,,3FCEAD15-EBCE-4578-9914-D6FB3A57E513,,Jaje',iPhone 4,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:22:00,2015-01-18 12:13:11,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.100.17.114,Yes,th-TH,1421605330000-125037,,A79A6E8A-959B-419E-B3BA-B6494606FFE4,,iPhone ของ Sirirutch,iPhone 4S,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 10:56:00,2015-01-18 12:10:54,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.96.170.202,Yes,th-TH,1421603811000-8653770,,B09C081D-5FEA-4027-A73C-C9E2DCF41D22,,^_^. เจ็บแต่ยังหายจัย. ^_^,iPad 2,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 04:46:00,2015-01-18 12:06:18,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,116.58.250.137,Yes,th-TH,1421581632000-6862397,,CD33317E-AB5E-4245-83D0-9C4AF8848146,,Hand,iPhone 5,8.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 12:00:00,2015-01-18 12:04:01,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,JP,N/A,220.213.28.32,Yes,th-TH,1421614777000-8565757,,94967ADF-1F4B-4AB6-8C84-E91964E2E5DB,,iPhone,iPhone 5s,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-11 23:41:00,2015-01-18 12:02:32,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.47.129.59,No,th-TH,1421605431000-6694977,,F40713DD-D0EA-4468-9AB1-92E39B8EC1F7,,iPhone,iPhone 4S,7.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:41:00,2015-01-18 12:01:46,,Facebook Ads,AUS - iOS - iPad - Graphic,,,AU,Saint Marys,114.78.109.23,Yes,en-AU,1421620912000-5611361,,45DD414E-1C1A-498B-9DBD-FD27A80E4BEB,,Natalie's iPad,iPad Air,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:55:00,2015-01-18 11:57:57,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.49.56.243,Yes,en-TH,1421607328000-9702060,,12139A86-C7E0-4852-9D07-0463A7E17F13,,iPhone,iPhone 6,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-17 15:10:00,2015-01-18 11:56:11,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.7.77.147,Yes,en-US,1421532674000-1990938,,B2980ED8-0056-4AC5-B2A4-10B3E8ADF876,,Aun's Ipad,iPad 2,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-09 01:13:00,2015-01-18 11:55:04,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.55.32.217,No,th-TH,1420791211000-5716833,f16fe4ce-3028-4190-af86-680946df5f42,10B9576A-651C-4906-88AB-D48F08E4E09A,,Yimchaichattang,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-11-26 12:50:00,2015-01-18 11:54:12,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.55.47.119,No,th-TH,1417031426000-1784095,8f10cb9f-cb62-44cb-bae3-fca7c2503249,ABE6C86B-2042-4906-B0B2-FD5B3B91CB5F,,iPhone,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:50:00,2015-01-18 11:53:34,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.46.39.156,No,en-TH,1421607044000-6385337,,DA05A91D-F82A-4ADE-8ECE-17C9B84CCF4B,,iPad,iPad Air,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 10:22:00,2015-01-18 11:51:29,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,223.207.86.51,Yes,th-TH,1421601761000-4293314,,1570C921-C709-4EB5-9B50-19FCAA476ECD,,USER’s iPhone,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:37:00,2015-01-18 11:49:35,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,180.180.70.116,Yes,th-TH,1421606247000-9774084,,C7B36C5B-A82B-495C-8C14-C44763B3F160,,iPhone,iPhone 6,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-12 08:27:00,2015-01-18 11:40:27,,Facebook Ads,AUS - iOS - iPad - Graphic,,,AU,Turramurra,121.218.208.207,Yes,en-AU,1421090846000-328234,,196B4837-4D54-411A-9141-971AE590F093,,Monique's iPad,iPad mini 1G,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:28:00,2015-01-18 11:40:01,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,183.88.249.166,Yes,th-TH,1421605724000-6881823,,52BD91C9-C05E-458C-93F4-7097D55FA0AE,,iPad ของ Supisara,iPad Mini 2G,7.0.4,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-15 01:03:00,2015-01-18 11:39:50,,Facebook Ads,AUS - iOS - iPad - Graphic,,,AU,Perth,58.7.178.195,Yes,en-AU,1421312612000-3447471,,9AF085E2-4DA5-4178-9948-73E19139F528,,Lisa’s iPad,iPad 4,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:12:00,2015-01-18 11:34:42,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,183.89.103.232,Yes,th-TH,1421604759000-9548570,,C0AAB42C-F6B6-4258-8682-7D2786EFC480,,Iphone00,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:32:00,2015-01-18 11:34:38,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,124.122.174.205,Yes,th-TH,1421605935000-8512189,,E82890CC-7F8F-49E0-927B-8E5DB2F91525,,iPhone ของ PnP,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 10:47:00,2015-01-18 11:33:34,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.249.133,No,th-TH,1421603295000-7382944,,D23D2461-6C9B-4BED-A35C-971599CDCC66,,iPhone ของ Thidarat,iPhone 5,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:24:00,2015-01-18 11:31:40,,Facebook Ads,AUS - iOS - iPhone - Video,,,AU,Seaford,211.30.41.36,Yes,en-AU,1421619903000-4691018,,51847F1B-0FC5-4848-849D-52A0FB83ABBB,,Toshibas iPhone,iPhone 5c,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:23:00,2015-01-18 11:30:48,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,223.205.250.151,Yes,th-TH,1421605434000-2712959,,E78DDB9F-38BD-4776-9BBB-D96FFB1A7C99,,Jaidiow💋,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-23 13:54:00,2015-01-18 11:29:58,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Thanyaburi,61.19.38.139,Yes,th-TH,1419368087000-4256745,49a6bfa4-b1c7-4e71-9fbe-1360d6af2b28,7EDB50C0-6068-4DF3-99D2-03A67CA036F2,,iPad,iPad 3,8.0.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 08:01:00,2015-01-18 11:29:37,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.76.73,No,th-TH,1421593312000-3606411,,E42E35B6-C80C-4C82-B02E-4520FA34011E,,iPhone,iPhone 5,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 08:48:00,2015-01-18 11:25:44,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,171.6.118.79,Yes,th-TH,1421596164000-9732866,,B4F245AF-0053-43D1-80F6-01B4B3AE5A94,,iPhone 6 Newyear,iPhone 6,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:10:00,2015-01-18 11:23:58,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.145.135.35,Yes,th-TH,1421604659000-439603,,A5BED228-3D8C-45D6-9FC3-877EEFA5B6D3,,iPad ของ WAANY&ICEZA,iPad Air,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 10:06:00,2015-01-18 11:21:33,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.55.40.13,No,th-TH,1421600776000-8125055,,C588329F-44FF-4978-AE62-4ECCD91A1299,,Android,iPhone 5s,7.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-11-29 13:58:00,2015-01-18 11:19:39,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,27.130.102.20,Yes,th-TH,1417294332000-3350290,38057637-1394-474d-8689-9421a86963e7,6A209BEF-EC5B-404D-B736-06ABF16ABDD2,,iPad,iPad 2,8.0.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-12-19 08:24:00,2015-01-18 11:15:42,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,49.230.96.213,No,th-US,1419002656000-7947767,,1A7645A6-CF55-49DC-BE61-ACBDFB831DD7,,wannapa's iPhone,iPhone 5s,8.1.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-17 22:08:00,2015-01-18 11:11:04,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,171.99.205.96,Yes,th-TH,1421557672000-1824857,,A1545E95-CBED-4FCF-8C86-A19E0D245919,,iPhone,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-08 05:33:00,2015-01-18 11:09:09,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,Bangkok,125.25.207.120,Yes,th-TH,1420720355000-9512259,,4A83238B-F692-4197-887D-868B7C302294,,iPhone,iPhone 5,7.1,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-15 16:33:00,2015-01-18 11:07:20,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,1.47.73.248,Yes,th-TH,1421364825000-2844091,,9B6E5B17-2B6B-4B11-BB7D-3ACCF39F5E5A,,iPhone ของ ACER,iPhone 4S,7.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2015-01-18 11:00:00,2015-01-18 11:03:34,,Facebook Ads,AUS - iOS - iPad - Video,,,AU,N/A,101.191.59.213,Yes,en-AU,1421618468000-3889173,,2C81FE18-5C78-448B-A809-BAB3C791829A,,Mark's iPad,iPad Air,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
